2017-06-03 06:13:51,038 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:13:52,278 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=google-news&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5439
2017-06-03 06:13:52,297 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:13:52,648 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=cnbc&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5577
2017-06-03 06:13:52,656 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:13:53,016 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=espn&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5246
2017-06-03 06:13:53,024 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:13:53,363 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=mashable&sortBy=latest&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 4274
2017-06-03 06:13:53,370 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:13:53,719 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=techradar&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 2336
2017-06-03 06:13:53,727 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:13:54,065 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=polygon&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 4887
2017-06-03 06:13:54,069 DEBUG -    views - line:59 - This is what a user gets:
2017-06-03 06:17:29,836 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:17:30,523 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=google-news&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5682
2017-06-03 06:17:30,531 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:17:30,895 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=cnbc&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5578
2017-06-03 06:17:30,902 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:17:31,247 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=espn&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5258
2017-06-03 06:17:31,257 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:17:31,609 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=mashable&sortBy=latest&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 4274
2017-06-03 06:17:31,618 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:17:31,985 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=techradar&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 2336
2017-06-03 06:17:31,993 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:17:32,353 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=polygon&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 4887
2017-06-03 06:17:32,357 DEBUG -    views - line:59 - This is what a user gets:
2017-06-03 06:24:25,667 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:24:26,118 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=google-news&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5682
2017-06-03 06:24:26,126 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:24:26,473 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=cnbc&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5578
2017-06-03 06:24:26,482 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:24:26,824 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=espn&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5258
2017-06-03 06:24:26,832 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:24:27,166 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=mashable&sortBy=latest&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 4274
2017-06-03 06:24:27,173 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:24:27,516 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=techradar&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 2336
2017-06-03 06:24:27,526 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:24:27,900 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=polygon&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 4887
2017-06-03 06:24:27,904 ERROR - exception - line:135 - Internal Server Error: /semeso_news/
Traceback (most recent call last):
  File "/Users/Mandava/Documents/python/System_Development/django_lectures/udemy_django1/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/Users/Mandava/Documents/python/System_Development/django_lectures/udemy_django1/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/Users/Mandava/Documents/python/System_Development/django_lectures/udemy_django1/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/Users/Mandava/Documents/python/System_Development/django_lectures/udemy_django1/udemy_first_project/udemy_first_app/views.py", line 59, in semeso_news
    logger.debug("This is what a user gets:", all_semeso_dict)
NameError: name 'logger' is not defined
2017-06-03 06:24:46,312 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:24:46,697 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=google-news&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5682
2017-06-03 06:24:46,709 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
2017-06-03 06:24:47,051 DEBUG - connectionpool - line:395 - https://newsapi.org:443 "GET /v1/articles?source=cnbc&sortBy=top&apiKey=febb4153f6374f69885c2c58fdd101d6 HTTP/1.1" 200 5578
2017-06-03 06:24:47,058 DEBUG - connectionpool - line:818 - Starting new HTTPS connection (1): newsapi.org
